model_name,family,size_b,coarse_cluster,fine_cluster,accuracy_overall,accuracy_stem,accuracy_nonstem,rank_overall,rank_stem,rank_nonstem
openlynn/Llama-3-Soliloquy-Max-70B-v1,llama,70.0,llama:40-80B,llama-3-soliloquy-max-70b,0.62733227,0.561053,0.646524,648,460,680
openthaigpt/openthaigpt-1.0.0-70b-chat,unclassified,70.0,unclassified:40-80B,openthaigpt-1-0-0-70b-chat,0.65710014,0.52679986,0.69482964,440,662,382
orangetin/OpenHermes-Mixtral-8x7B,mixtral,56.0,mixtral:40-80B,openhermes-mixtral-8x7b,0.63402647,0.51855373,0.6674626,617,684,587
pansophic/gemma-2b-sft-preview,gemma,2.0,gemma:1-4B,gemma-2b-sft-preview,0.44758582,0.3882017,0.464781,847,850,846
pinkyponky/SOLAR-10.7B-dpo-instruct-tuned-v0.1,solar,10.7,solar:9-16B,solar-10-7b-dpo-instruct-tuned,0.6524712,0.56041867,0.6791257,495,466,496
prince-canuma/Llama-3-6B-v0.1,llama,6.0,llama:4-9B,llama-3-6b,0.6029768,0.5153822,0.62834054,711,695,715
qblocks/falcon_7b_DolphinCoder,falcon,,falcon:unknown,falcon-7b-dolphincoder,0.26449224,0.25467807,0.267334,933,950,931
quantumaikr/QuantumLM-70B-hf,unclassified,70.0,unclassified:40-80B,quantumlm-70b,0.61373025,0.49762133,0.64735055,692,722,677
quantumaikr/QuantumLM-llama2-70B-Korean-LoRA,llama,70.0,llama:40-80B,quantumlm-llama2-70b-korean-lora,0.69398946,0.57691085,0.72789055,293,340,279
quantumaikr/llama-2-70b-fb16-guanaco-1k,llama,70.0,llama:40-80B,llama-2-70b-fb16-guanaco-1k,0.70495653,0.5823026,0.740472,216,299,213
quantumaikr/llama-2-70b-fb16-orca-chat-10k,llama,70.0,llama:40-80B,llama-2-70b-fb16-orca-chat-10k,0.6937046,0.57342213,0.7285334,296,357,273
quantumaikr/quantumairk-llama-2-70B-instruct,llama,70.0,llama:40-80B,quantumairk-llama-2-70b-instruct,0.70937186,0.585157,0.74533933,199,282,195
raincandy-u/Llama-3-5B-Sheard,llama,5.0,llama:4-9B,llama-3-5b-sheard,0.646133,0.5547098,0.6726054,539,515,551
raincandy-u/Llama-3-Aplite-Instruct-4x8B,llama,32.0,llama:16-40B,llama-3-aplite-instruct-4x8b,0.66023356,0.57120204,0.6860134,422,372,429
raincandy-u/Llama-3-Aplite-Instruct-4x8B-MoE,llama,32.0,llama:16-40B,llama-3-aplite-instruct-4x8b-moe,0.6612306,0.56898195,0.68794197,415,386,422
raincandy-u/phillama-3.8b-v0.1,llama,3.8,llama:1-4B,phillama-3-8b,0.67568725,0.6048208,0.69620717,353,223,372
refine-ai/Power-Llama-3-13b-Instruct,llama,13.0,llama:9-16B,power-llama-3-13b-instruct,0.6343114,0.5334602,0.66351366,613,629,605
refuelai/Llama-3-Refueled,llama,,llama:unknown,llama-3-refueled,0.63993734,0.5439264,0.6677381,580,576,586
rhysjones/Phi-3-mini-mango-1,phi,,phi:unknown,phi-3-mini-mango-1,0.6940607,0.6010149,0.7210028,292,231,313
rhysjones/Phi-3-mini-mango-1-llamafied,llama,,llama:unknown,phi-3-mini-mango-1-llamafied,0.67903435,0.6010149,0.70162547,348,231,352
rinna/llama-3-youko-8b,llama,8.0,llama:4-9B,llama-3-youko-8b,0.6001282,0.4985728,0.62953436,715,716,713
rmihaylov/Llama-3-DARE-v1-8B,llama,8.0,llama:4-9B,llama-3-dare-v1-8b,0.6603048,0.5692991,0.68665624,421,382,424
rmihaylov/Llama-3-DARE-v2-8B,llama,8.0,llama:4-9B,llama-3-dare-v2-8b,0.6584532,0.565176,0.6854624,430,424,432
rmihaylov/Llama-3-DARE-v3-8B,llama,8.0,llama:4-9B,llama-3-dare-v3-8b,0.65731376,0.5607358,0.6852787,436,462,435
rombodawg/Everyone-Coder-33b-Base,unclassified,33.0,unclassified:16-40B,everyone-coder-33b-base,0.42429852,0.4065969,0.4294242,848,842,853
rombodawg/Llama-3-8B-Base-Coder-v3.5-10k,llama,8.0,llama:4-9B,llama-3-8b-base-coder-v3-5-10k,0.63915396,0.54804945,0.665534,583,551,595
rombodawg/Llama-3-8B-Instruct-Coder,llama,8.0,llama:4-9B,llama-3-8b-instruct-coder,0.65396667,0.55724704,0.6819726,469,487,461
rombodawg/test_dataset_Codellama-3-8B,codellama,8.0,codellama:4-9B,test-dataset-codellama-3-8b,0.6541091,0.5588329,0.68169713,467,476,466
rufjdk5480/mixtral-ko-qna-merged,mixtral,,mixtral:unknown,mixtral-ko-qna-merged,0.7031762,0.62036157,0.72715586,238,191,282
ruslanmv/Medical-Mixtral-7B-v2k,mixtral,7.0,mixtral:4-9B,medical-mixtral-7b-v2k,0.5905854,0.49793848,0.6174121,726,717,735
ryan0712/llama-3-8b-DUS-initialized,llama,8.0,llama:4-9B,llama-3-8b-dus-initialized,0.52136445,0.45924518,0.53935164,823,783,827
ryan0712/llama-3-8b-slow-DUS-max-method2,llama,8.0,llama:4-9B,llama-3-8b-slow-dus-max-method2,0.24063523,0.25626388,0.23610984,970,946,978
ryan0712/llama-3-8b-slow-DUS-method-1,llama,8.0,llama:4-9B,llama-3-8b-slow-dus-method-1,0.5859564,0.5074532,0.60868764,739,708,757
ryan0712/llama-3-8b-slow-DUS-random-method2,llama,8.0,llama:4-9B,llama-3-8b-slow-dus-random-method2,0.2972511,0.2917856,0.2988337,911,905,913
s1ghhh/medllama-2-70b-qlora-1.1,llama,70.0,llama:40-80B,medllama-2-70b-qlora-1-1,0.71015525,0.5857913,0.7461659,196,278,193
saucam/aqua-smaug-0.3-8B,unclassified,8.0,unclassified:4-9B,aqua-smaug-0-3-8b,0.6595926,0.56771326,0.6861971,424,400,425
saucam/aqua-smaug-hermes-8B,unclassified,8.0,unclassified:4-9B,aqua-smaug-hermes-8b,0.64955133,0.5635902,0.6744421,521,436,539
scb10x/llama-3-typhoon-v1.5-8b,llama,8.0,llama:4-9B,llama-3-typhoon-v1-5-8b,0.6440678,0.5518554,0.6707687,552,538,566
scb10x/llama-3-typhoon-v1.5-8b-instruct,llama,8.0,llama:4-9B,llama-3-typhoon-v1-5-8b-instruct,0.63381284,0.5442436,0.6597484,618,574,629
senseable/Wilbur-30B,unclassified,30.0,unclassified:16-40B,wilbur-30b,0.77602905,0.68950206,0.8010837,55,88,46
seungduk/KoSOLAR-10.7B-v0.1,solar,10.7,solar:9-16B,kosolar-10-7b,0.6422162,0.54646367,0.66994214,567,560,573
shenzhi-wang/Llama3-70B-Chinese-Chat,llama,70.0,llama:40-80B,llama3-70b-chinese-chat,0.7953283,0.7250238,0.8156856,17,20,16
smelborp/MixtralOrochi8x7B,mixtral,56.0,mixtral:40-80B,mixtralorochi8x7b,0.6936334,0.5987948,0.72109467,298,239,312
smelborp/MixtralOrochi8x7B-Alt,mixtral,56.0,mixtral:40-80B,mixtralorochi8x7b,0.6912833,0.59530604,0.7190743,317,254,318
sophosympatheia/Aurora-Nights-70B-v1.0,unclassified,70.0,unclassified:40-80B,aurora-nights-70b,0.7019655,0.58103395,0.7369823,247,313,227
sophosympatheia/Midnight-Rose-70B-v2.0.3,unclassified,70.0,unclassified:40-80B,midnight-rose-70b,0.69619715,0.5765937,0.7308293,278,345,254
souvik0306/falcon_7b_3epoch_norobots,falcon,,falcon:unknown,falcon-7b-3epoch-norobots,0.29333428,0.28068507,0.29699698,914,921,914
ssmits/Falcon2-5.5B-multilingual,falcon,5.5,falcon:4-9B,falcon2-5-5b-multilingual,0.23985188,0.22771963,0.24336487,972,974,967
statking/Meta-Llama-3-8B-Instruct-ORPO-QLoRA,llama,8.0,llama:4-9B,meta-llama-3-8b-instruct-orpo-qlora,0.6474149,0.54931813,0.67581964,533,546,529
sumo43/SOLAR-10.7B-Instruct-DPO-v1.0,solar,10.7,solar:9-16B,solar-10-7b-instruct-dpo,0.63659024,0.5347288,0.66608506,600,620,592
sumo43/Yi-34b-x2,yi,34.0,yi:16-40B,yi-34b-x2,0.77189857,0.6837932,0.79741025,88,103,70
tenyx/Llama3-TenyxChat-70B,llama,70.0,llama:40-80B,llama3-tenyxchat-70b,0.7988178,0.7364415,0.8168794,14,11,14
theo77186/Llama-3-8B-Instruct-norefusal,llama,8.0,llama:4-9B,llama-3-8b-instruct-norefusal,0.651759,0.55724704,0.6791257,508,487,496
thomasgauthier/Unmixtraled-22B-v0.1-expert-2,mixtral,22.0,mixtral:16-40B,unmixtraled-22b-v0-1-expert-2,0.22924085,0.2112274,0.23445679,995,999,987
tiiuae/falcon-11B,falcon,11.0,falcon:9-16B,falcon-11b,0.5710013,0.47224864,0.5995959,765,749,770
tiiuae/falcon-180B,falcon,180.0,falcon:>80B,falcon-180b,0.6946304,0.5826197,0.727064,287,296,283
tiiuae/falcon-40b,falcon,40.0,falcon:40-80B,falcon-40b,0.5587523,0.4573422,0.58811647,779,789,779
tiiuae/falcon-7b,falcon,7.0,falcon:4-9B,falcon-7b,0.27310926,0.2553124,0.27826247,927,949,927
tiiuae/falcon-7b-instruct,falcon,7.0,falcon:4-9B,falcon-7b-instruct,0.25210086,0.2302569,0.25842592,950,972,936
timdettmers/guanaco-33b-merged,unclassified,33.0,unclassified:16-40B,guanaco-33b-merged,0.525851,0.42721218,0.5544127,818,829,810
tokyotech-llm/Swallow-70b-instruct-hf,unclassified,70.0,unclassified:40-80B,swallow-70b-instruct,0.660376,0.5547098,0.69097257,420,515,411
tyson0420/mixtral_stack_llama,mixtral,,mixtral:unknown,mixtral-stack-llama,0.28065804,0.28100222,0.28055835,924,920,923
unit-mesh/autodev-deepseek-6.7b-finetunes-poc,deepseek,6.7,deepseek:4-9B,autodev-deepseek-6-7b-finetunes-poc,0.3601339,0.3495084,0.3632106,897,869,898
unsloth/Phi-3-medium-4k-instruct,phi,,phi:unknown,phi-3-medium-4k-instruct,0.78015953,0.71011734,0.8004408,37,38,50
unsloth/Phi-3-mini-4k-instruct,phi,,phi:unknown,phi-3-mini-4k-instruct,0.69206667,0.5987948,0.7190743,311,239,318
upstage/Llama-2-70b-instruct,llama,70.0,llama:40-80B,llama-2-70b-instruct,0.70153826,0.58388835,0.73560476,250,287,232
upstage/Llama-2-70b-instruct-v2,llama,70.0,llama:40-80B,llama-2-70b-instruct,0.70759153,0.5918173,0.7411149,203,262,207
upstage/SOLAR-0-70b-16bit,solar,70.0,solar:40-80B,solar-0-70b-16bit,0.70759153,0.5918173,0.7411149,203,262,207
upstage/SOLAR-10.7B-Instruct-v1.0,solar,10.7,solar:9-16B,solar-10-7b-instruct,0.65289843,0.55978435,0.6798604,488,472,484
upstage/SOLAR-10.7B-v1.0,solar,10.7,solar:9-16B,solar-10-7b,0.64136165,0.54582936,0.6690238,571,567,578
upstage/llama-30b-instruct,llama,30.0,llama:16-40B,llama-30b-instruct,0.5915824,0.46907708,0.6270548,724,755,716
upstage/llama-30b-instruct-2048,llama,30.0,llama:16-40B,llama-30b-instruct-2048,0.6167925,0.5068189,0.6486362,685,709,668
uukuguy/speechless-codellama-34b-v1.9,codellama,34.0,codellama:16-40B,speechless-codellama-34b,0.5526278,0.47764033,0.57434106,787,747,791
uukuguy/speechless-codellama-34b-v2.0,codellama,34.0,codellama:16-40B,speechless-codellama-34b,0.5392394,0.45829368,0.5626779,803,786,805
uukuguy/speechless-codellama-dolphin-orca-platypus-34b,codellama,34.0,codellama:16-40B,speechless-codellama-dolphin-orca-platypus-34b,0.52164936,0.4354583,0.54660666,821,822,820
uygarkurt/llama-3-merged-linear,llama,,llama:unknown,llama-3-merged-linear,0.666999,0.58103395,0.6918909,385,313,399
v2ray/LLaMA-2-Wizard-70B-QLoRA,llama,70.0,llama:40-80B,llama-2-wizard-70b-qlora,0.68886197,0.5673961,0.7240334,329,401,296
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,llama,8.0,llama:4-9B,configurable-hermes-2-pro-llama-3-8b,0.6432132,0.5448779,0.671687,558,570,559
vicgalle/Configurable-Llama-3-8B-v0.1,llama,8.0,llama:4-9B,configurable-llama-3-8b,0.6590229,0.5673961,0.6855542,426,401,431
vicgalle/Configurable-Llama-3-8B-v0.2,llama,8.0,llama:4-9B,configurable-llama-3-8b,0.6580259,0.56549317,0.6848195,434,423,439
vicgalle/Configurable-Llama-3-8B-v0.3,llama,8.0,llama:4-9B,configurable-llama-3-8b,0.6570289,0.5680305,0.68279916,441,395,453
vicgalle/Configurable-Yi-1.5-9B-Chat,yi,9.0,yi:9-16B,configurable-yi-1-5-9b-chat,0.6956274,0.65080875,0.708605,282,166,343
vicgalle/ConfigurableSOLAR-10.7B,solar,10.7,solar:9-16B,configurablesolar-10-7b,0.6559607,0.5562956,0.6848195,454,500,439
vicgalle/Miqu-6B-truthy,llama,6.0,llama:4-9B,miqu-6b-truthy,0.26890758,0.28607675,0.26393607,930,911,933
vicgalle/OpenHermes-Gemma-2B,gemma,2.0,gemma:1-4B,openhermes-gemma-2b,0.36946303,0.32699016,0.3817614,887,886,889
vicgalle/SOLAR-13B-Instruct-v1.0,solar,13.0,solar:9-16B,solar-13b-instruct,0.5435835,0.46083096,0.56754524,801,779,799
vicgalle/Unsafe-Llama-3-8B,llama,8.0,llama:4-9B,unsafe-llama-3-8b,0.6570289,0.56898195,0.68252367,441,386,456
vicgalle/franken-SOLAR-18B-v1.0,solar,18.0,solar:16-40B,franken-solar-18b,0.62811565,0.53155726,0.65607494,641,640,643
vicgalle/solarized-13B-dpo,solar,13.0,solar:9-16B,solarized-13b-dpo,0.5806153,0.4862036,0.60795295,749,739,758
vicgalle/solarized-18B-dpo,solar,18.0,solar:16-40B,solarized-18b-dpo,0.6326022,0.5312401,0.66195244,629,643,617
vihangd/neuralfalcon-1b-v1,falcon,1.0,falcon:1-4B,neuralfalcon-1b,0.25701466,0.2803679,0.25025254,941,922,949
vistagi/Mixtral-8x7b-v0.1-dpo,mixtral,56.0,mixtral:40-80B,mixtral-8x7b-v0-1-dpo,0.70289135,0.6124326,0.7290844,242,200,265
vistagi/Mixtral-8x7b-v0.1-sft,mixtral,56.0,mixtral:40-80B,mixtral-8x7b-v0-1-sft,0.70289135,0.6124326,0.7290844,242,200,265
vonjack/phi-3-mini-4k-instruct-llamafied,llama,,llama:unknown,phi-3-mini-4k-instruct-llamafied,0.67874944,0.6003806,0.7014418,349,233,353
wandb/gemma-2b-zephyr-dpo,gemma,2.0,gemma:1-4B,gemma-2b-zephyr-dpo,0.4049993,0.34982556,0.4209753,860,868,860
wandb/gemma-2b-zephyr-sft,gemma,2.0,gemma:1-4B,gemma-2b-zephyr-sft,0.40656602,0.3517285,0.42244467,859,866,858
wenbopan/Faro-Yi-34B,yi,34.0,yi:16-40B,faro-yi-34b,0.76905,0.6879163,0.79254293,100,92,96
wenbopan/Faro-Yi-34B-200K,yi,34.0,yi:16-40B,faro-yi-34b-200k,0.76905,0.6879163,0.79254293,100,92,96
willyninja30/ARIA-70B-French,unclassified,70.0,unclassified:40-80B,aria-70b-french,0.63067937,0.5220425,0.6621361,635,675,613
win10/Meta-Llama-3-15B-Instruct,llama,15.0,llama:9-16B,meta-llama-3-15b-instruct,0.66108817,0.5635902,0.6893195,416,436,419
yanolja/KoSOLAR-10.7B-v0.2,solar,10.7,solar:9-16B,kosolar-10-7b,0.633528,0.5379004,0.66121775,621,603,623
yanolja/KoSOLAR-10.7B-v0.3,solar,10.7,solar:9-16B,kosolar-10-7b,0.6350947,0.5388519,0.6629626,608,599,607
yeontaek/llama-2-70B-ensemble-v2,llama,70.0,llama:40-80B,llama-2-70b-ensemble,0.6836633,0.5635902,0.7184315,342,436,324
yeontaek/llama-2-70B-ensemble-v3,llama,70.0,llama:40-80B,llama-2-70b-ensemble,0.6887196,0.5673961,0.7238498,330,401,298
yeontaek/llama-2-70B-ensemble-v4,llama,70.0,llama:40-80B,llama-2-70b-ensemble,0.7073066,0.57944816,0.74432915,206,324,198
yeontaek/llama-2-70B-ensemble-v5,llama,70.0,llama:40-80B,llama-2-70b-ensemble,0.70146704,0.58325404,0.73569655,251,290,231
yeontaek/llama-2-70B-ensemble-v6,llama,70.0,llama:40-80B,llama-2-70b-ensemble,0.690856,0.55978435,0.7288089,320,472,270
yeontaek/llama-2-70B-ensemble-v7,llama,70.0,llama:40-80B,llama-2-70b-ensemble,0.6880074,0.56898195,0.7224722,333,386,309
yeontaek/llama-2-70B-ensemble-v8,llama,70.0,llama:40-80B,llama-2-70b-ensemble,0.63438255,0.51474786,0.6690238,612,698,578
yeontaek/llama-2-70b-IA3-guanaco,llama,70.0,llama:40-80B,llama-2-70b-ia3-guanaco,0.6617291,0.5575642,0.6918909,414,483,399
yhyhy3/med-orca-instruct-33b,unclassified,33.0,unclassified:16-40B,med-orca-instruct-33b,0.2637801,0.26324135,0.26393607,935,938,933
yunconglong/Mixtral_7Bx2_MoE_13B_DPO,mixtral,,mixtral:unknown,mixtral-7bx2-moe-13b-dpo,0.6139439,0.49793848,0.6475342,690,717,676
zelus82/JuliusCesar-72B-BeyonderV.0,unclassified,72.0,unclassified:40-80B,juliuscesar-72b-beyonderv-0,0.22973935,0.21249604,0.2347323,986,990,985
